REGIONE,ASL,ANNO,PERIODO_DI_RIFERIMENTO,ID_PRESTAZIONE,DESC_PRESTAZIONE,COD_PRESTAZIONE,EROGAZIONI,EROGAZIONI_DAGARANTIRE,EROGAZIONI_DAGARANTIRE_B,EROGAZIONI_DAGARANTIRE_B_TMAX,EROGAZIONI_DAGARANTIRE_D,EROGAZIONI_DAGARANTIRE_D_TMAX,EROGAZIONI_DAGARANTIRE_P,EROGAZIONI_DAGARANTIRE_P_TMAX
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,37,RM di addome inferiore e scavo pelvico senza e con MDC,89.35.05,200,128,86,14,34,10,8,8
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,38,RM della colonna in toto,89.33.00,1859,832,429,134,268,218,130,130
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,39,RM della colonna in toto senza e con MDC,89.33.01,152,98,74,16,19,10,5,5
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,40,Diagnostica ecografica del capo e del collo,89.11.04,1219,709,286,137,323,197,99,98
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,41,Eco (color) dopplergrafia cardiaca,89.12.03,852,481,155,73,232,156,91,91
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,42,Eco (color) dopplergrafia dei tronchi sovra aortici,89.13.05,1539,1039,337,158,441,300,259,259
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,43,Ecografia dell’addome superiore,89.14.01,982,531,204,129,269,219,53,53
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,44,Ecografia dell’addome inferiore,89.15.01,162,106,54,27,42,32,10,10
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,45,Ecografia dell’addome completo,89.16.01,2576,1229,572,332,458,384,191,191
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,46,Ecografia bilaterale della mammella,89.13.01,1164,749,210,148,292,229,243,243
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,47,Ecografia monolaterale della mammella,89.13.02,4,2,2,2,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,48,Ecografia ostetrica,89.18.00,425,78,42,32,36,36,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,49,Ecografia ginecologica,89.18.02,367,98,57,35,41,32,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,50,Ecocolor doppler degli arti inferiori arterioso e/o venoso,89.17.02,2171,1148,483,290,377,272,279,279
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,51,Colonscopia totale con endoscopio flessibile,45.23.00,177,119,65,28,54,21,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,52,Polipectomia dell’intestino crasso in corso di endoscopia sede unica,45.42.00,8,5,3,3,2,2,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,53,Rettosigmoidoscopia con endoscopio flessibile,45.24.00,3,1,,,1,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,54,Esofagogastroduodenoscopia,45.13.00,366,275,173,30,102,19,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,55,Esofagogastroduodenoscopia con biopsia in sede unica,45.16.00,310,225,158,44,67,17,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,56,Elettrocardiogramma,89.52.00,4073,1557,799,374,627,454,125,125
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,57,Elettrocardiogramma dinamico (Holter),89.50.00,472,158,83,35,75,42,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,58,Test cardiovascolare da sforzo con cicloergometro o con pedana mobile,89.41 - 89.43,170,70,32,16,38,11,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,59,Altri test cardiovascolari da sforzo,89.44.00,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,60,Esame audiometrico tonale,95.41.01,890,284,177,110,107,92,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,61,Spirometria semplice,89.37.01,1000,339,169,79,170,161,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,62,Spirometria globale,89.37.02,713,159,93,40,66,58,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,63,Fotografia del fundus,95.11.00,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,64,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2,93.08.01,5525,4292,1382,1361,1881,1879,994,994
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,65,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2,93.08.01,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,BT - 160113,2024,II TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,1,Prima Visita cardiologica,89.7,2277,772,436,169,336,149,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,2,Prima Visita chirurgia vascolare,89.7,284,154,97,40,57,22,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,3,Prima Visita endocrinologica,89.7,1362,472,234,93,238,98,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,4,Prima Visita neurologica,89.13.00,864,333,176,72,157,62,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,5,Prima Visita oculistica,95.02.00,1573,352,151,123,201,125,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,6,Prima Visita ortopedica,89.7,1131,372,165,61,207,97,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,7,Prima Visita ginecologica,89.26.00,937,182,79,34,103,51,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,8,Prima Visita otorinolaringoiatrica,89.7,1954,452,195,77,257,107,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,9,Prima Visita urologica,89.7,596,207,98,33,109,61,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,10,Prima Visita dermatologica,89.7,2117,486,233,124,252,131,1,1
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,11,Prima Visita fisiatrica,89.7,2415,446,73,70,170,123,203,199
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,12,Prima Visita gastroenterologica,89.7,438,131,65,34,66,35,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,13,Prima Visita oncologica,89.7,865,158,97,77,61,50,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,14,Prima Visita pneumologica,89.7,939,305,160,66,145,69,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,15,Mammografia bilaterale,87.37.01,816,223,118,57,90,34,15,15
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,16,Mammografia monolaterale,87.37.02,54,12,5,4,7,5,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,17,TC del Torace,87.41.00,420,186,74,48,92,77,16,16
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,18,TC del Torace senza e con MDC,87.41.01,433,216,107,71,66,58,41,41
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,19,TC dell’addome superiore,88.01.01,4,2,2,1,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,20,TC dell’addome superiore senza e con MDC,88.01.02,31,21,14,11,6,4,1,1
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,21,TC dell’addome inferiore,88.01.03,6,3,3,3,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,22,TC dell’addome inferiore senza e con MDC,88.01.04,22,12,8,7,4,2,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,23,TC dell’addome completo,88.01.05,69,29,17,15,10,9,2,2
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,24,TC dell’addome completo senza e con MDC,88.01.06,479,278,148,101,83,72,43,43
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,25,TC Cranio - encefalo,87.03.00,261,114,42,26,58,44,14,14
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,26,TC Cranio - encefalo senza e con MDC,87.03.01,145,86,45,24,25,23,15,15
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,27,TC del rachide e dello speco vertebrale cervicale,88.38.01,115,51,24,16,17,14,7,7
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,28,TC del rachide e dello speco vertebrale toracico,88.38.01,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,29,TC del rachide e dello speco vertebrale lombosacrale,88.38.01,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,30,TC del rachide e dello speco vertebrale cervicale senza e con MDC,88.38.02,8,7,7,5,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,31,TC del rachide e dello speco vertebrale toracico senza e con MDC,88.38.02,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,32,TC del rachide e dello speco vertebrale lombosacrale senza e con MDC,88.38.02,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,33,TC di Bacino e articolazioni sacroiliache,88.38.05,14,6,3,1,2,2,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare",89.31.01,147,79,27,25,34,34,16,16
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC",89.31.02,358,222,131,93,79,60,12,12
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,36,RM di addome inferiore e scavo pelvico,89.35.04,28,17,10,10,5,5,2,2
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,37,RM di addome inferiore e scavo pelvico senza e con MDC,89.35.05,174,110,57,49,47,43,5,5
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,38,RM della colonna in toto,89.33.00,989,617,198,158,246,221,163,163
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,39,RM della colonna in toto senza e con MDC,89.33.01,191,111,67,57,34,33,7,7
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,40,Diagnostica ecografica del capo e del collo,89.11.04,874,396,189,84,196,115,8,8
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,41,Eco (color) dopplergrafia cardiaca,89.12.03,371,138,42,23,51,38,44,44
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,42,Eco (color) dopplergrafia dei tronchi sovra aortici,89.13.05,931,371,129,67,204,116,38,38
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,43,Ecografia dell’addome superiore,89.14.01,512,126,62,36,62,52,1,1
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,44,Ecografia dell’addome inferiore,89.15.01,203,54,28,18,23,21,3,3
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,45,Ecografia dell’addome completo,89.16.01,1477,528,202,164,269,237,45,45
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,46,Ecografia bilaterale della mammella,89.13.01,1005,313,191,99,106,36,15,15
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,47,Ecografia monolaterale della mammella,89.13.02,26,13,10,5,1,,1,1
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,48,Ecografia ostetrica,89.18.00,358,26,20,16,6,6,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,49,Ecografia ginecologica,89.18.02,187,50,16,6,34,23,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,50,Ecocolor doppler degli arti inferiori arterioso e/o venoso,89.17.02,1085,473,225,94,218,94,30,30
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,51,Colonscopia totale con endoscopio flessibile,45.23.00,248,129,66,48,63,49,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,52,Polipectomia dell’intestino crasso in corso di endoscopia sede unica,45.42.00,7,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,53,Rettosigmoidoscopia con endoscopio flessibile,45.24.00,15,5,4,1,1,1,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,54,Esofagogastroduodenoscopia,45.13.00,325,135,76,25,59,30,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,55,Esofagogastroduodenoscopia con biopsia in sede unica,45.16.00,225,101,58,11,43,18,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,56,Elettrocardiogramma,89.52.00,2850,760,432,192,328,180,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,57,Elettrocardiogramma dinamico (Holter),89.50.00,714,244,112,29,132,58,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,58,Test cardiovascolare da sforzo con cicloergometro o con pedana mobile,89.41 - 89.43,418,118,61,23,57,23,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,59,Altri test cardiovascolari da sforzo,89.44.00,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,60,Esame audiometrico tonale,95.41.01,1087,176,48,26,128,79,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,61,Spirometria semplice,89.37.01,681,200,92,34,108,47,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,62,Spirometria globale,89.37.02,107,17,7,4,10,9,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,63,Fotografia del fundus,95.11.00,9,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,64,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2,93.08.01,2475,805,342,84,389,289,74,74
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,65,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2,93.08.01,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,BRINDISI - 160106,2024,II TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,1,Prima Visita cardiologica,89.7,3394,1754,182,178,105,94,1428,1111
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,2,Prima Visita chirurgia vascolare,89.7,218,115,18,18,6,6,86,56
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,3,Prima Visita endocrinologica,89.7,1530,785,127,122,66,64,574,528
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,4,Prima Visita neurologica,89.13.00,2090,1192,86,83,81,78,1009,956
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,5,Prima Visita oculistica,95.02.00,3668,1425,133,132,72,70,1205,1085
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,6,Prima Visita ortopedica,89.7,1785,1083,178,178,61,61,828,792
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,7,Prima Visita ginecologica,89.26.00,1305,1149,84,79,69,69,985,970
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,8,Prima Visita otorinolaringoiatrica,89.7,2394,1635,114,113,114,112,1381,1370
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,9,Prima Visita urologica,89.7,1498,1084,154,151,171,171,739,641
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,10,Prima Visita dermatologica,89.7,1905,1110,192,192,96,96,781,762
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,11,Prima Visita fisiatrica,89.7,2602,1877,124,124,128,128,1615,1586
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,12,Prima Visita gastroenterologica,89.7,490,299,24,23,24,23,240,220
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,13,Prima Visita oncologica,89.7,455,421,100,100,32,32,270,269
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,14,Prima Visita pneumologica,89.7,926,573,134,132,77,75,335,289
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,15,Mammografia bilaterale,87.37.01,1204,520,60,60,41,38,407,399
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,16,Mammografia monolaterale,87.37.02,8,6,,,,,6,6
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,17,TC del Torace,87.41.00,396,244,62,60,25,25,148,142
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,18,TC del Torace senza e con MDC,87.41.01,603,348,75,70,34,34,223,216
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,19,TC dell’addome superiore,88.01.01,19,11,1,1,1,1,8,8
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,20,TC dell’addome superiore senza e con MDC,88.01.02,38,19,7,6,,,11,10
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,21,TC dell’addome inferiore,88.01.03,20,11,2,2,,,8,8
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,22,TC dell’addome inferiore senza e con MDC,88.01.04,26,17,7,7,1,1,9,7
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,23,TC dell’addome completo,88.01.05,140,93,24,23,13,13,53,52
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,24,TC dell’addome completo senza e con MDC,88.01.06,653,403,89,82,51,51,246,243
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,25,TC Cranio - encefalo,87.03.00,211,145,20,20,17,17,106,102
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,26,TC Cranio - encefalo senza e con MDC,87.03.01,268,166,32,30,19,19,109,106
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,27,TC del rachide e dello speco vertebrale cervicale,88.38.01,123,81,21,20,14,14,44,43
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,28,TC del rachide e dello speco vertebrale toracico,88.38.01,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,29,TC del rachide e dello speco vertebrale lombosacrale,88.38.01,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,30,TC del rachide e dello speco vertebrale cervicale senza e con MDC,88.38.02,9,7,,,,,6,6
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,31,TC del rachide e dello speco vertebrale toracico senza e con MDC,88.38.02,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,32,TC del rachide e dello speco vertebrale lombosacrale senza e con MDC,88.38.02,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,33,TC di Bacino e articolazioni sacroiliache,88.38.05,17,12,,,7,7,3,3
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare",89.31.01,277,177,38,38,17,16,111,109
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC",89.31.02,269,140,49,49,10,9,71,71
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,36,RM di addome inferiore e scavo pelvico,89.35.04,81,61,16,15,5,3,35,32
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,37,RM di addome inferiore e scavo pelvico senza e con MDC,89.35.05,116,81,15,15,1,1,57,57
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,38,RM della colonna in toto,89.33.00,1288,942,212,206,93,93,600,594
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,39,RM della colonna in toto senza e con MDC,89.33.01,131,75,22,22,6,6,44,44
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,40,Diagnostica ecografica del capo e del collo,89.11.04,896,337,67,61,23,21,232,210
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,41,Eco (color) dopplergrafia cardiaca,89.12.03,891,365,33,32,37,35,286,237
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,42,Eco (color) dopplergrafia dei tronchi sovra aortici,89.13.05,1233,434,53,49,49,42,328,256
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,43,Ecografia dell’addome superiore,89.14.01,731,501,42,40,29,28,423,411
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,44,Ecografia dell’addome inferiore,89.15.01,229,118,15,15,6,6,92,85
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,45,Ecografia dell’addome completo,89.16.01,1515,804,152,152,84,84,530,504
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,46,Ecografia bilaterale della mammella,89.13.01,1376,549,63,63,43,40,432,424
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,47,Ecografia monolaterale della mammella,89.13.02,11,6,,,2,2,4,4
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,48,Ecografia ostetrica,89.18.00,337,296,10,10,18,18,266,266
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,49,Ecografia ginecologica,89.18.02,106,82,6,6,14,14,59,59
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,50,Ecocolor doppler degli arti inferiori arterioso e/o venoso,89.17.02,1608,667,104,91,65,51,464,399
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,51,Colonscopia totale con endoscopio flessibile,45.23.00,175,121,31,28,10,9,75,60
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,52,Polipectomia dell’intestino crasso in corso di endoscopia sede unica,45.42.00,113,110,5,5,5,5,99,99
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,53,Rettosigmoidoscopia con endoscopio flessibile,45.24.00,11,10,2,2,,,7,7
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,54,Esofagogastroduodenoscopia,45.13.00,240,173,45,44,24,22,101,92
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,55,Esofagogastroduodenoscopia con biopsia in sede unica,45.16.00,181,143,31,31,18,15,88,81
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,56,Elettrocardiogramma,89.52.00,3022,1558,200,196,85,78,1233,1082
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,57,Elettrocardiogramma dinamico (Holter),89.50.00,663,371,69,55,32,32,260,256
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,58,Test cardiovascolare da sforzo con cicloergometro o con pedana mobile,89.41 - 89.43,506,313,61,50,28,22,219,178
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,59,Altri test cardiovascolari da sforzo,89.44.00,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,60,Esame audiometrico tonale,95.41.01,635,377,33,32,31,29,308,247
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,61,Spirometria semplice,89.37.01,250,120,34,33,14,12,69,64
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,62,Spirometria globale,89.37.02,81,53,15,14,7,7,31,30
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,63,Fotografia del fundus,95.11.00,7,6,1,1,2,2,3,3
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,64,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2,93.08.01,1015,869,107,102,55,49,697,657
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,65,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2,93.08.01,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,FOGGIA - 160115,2024,II TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,1,Prima Visita cardiologica,89.7,3806,1104,438,408,369,129,212,211
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,2,Prima Visita chirurgia vascolare,89.7,170,127,21,20,12,12,93,93
