Stazioni;Data;T-MIN;T-MAX
SS.Cosma e Damiano;30/07/2022;19,9;32,5
SS.Cosma e Damiano;31/07/2022;21,3;36,4
Sabaudia;01/07/2022;21,5;33,6
Sabaudia;02/07/2022;22,3;31,3
Sabaudia;03/07/2022;22,5;34,2
Sabaudia;04/07/2022;23,6;32,4
Sabaudia;05/07/2022;23,4;33,1
Sabaudia;06/07/2022;22,5;33,4
Sabaudia;07/07/2022;24;31,6
Sabaudia;08/07/2022;17,2;33,1
Sabaudia;09/07/2022;20,5;31
Sabaudia;10/07/2022;21;30,1
Sabaudia;11/07/2022;20,3;30
Sabaudia;12/07/2022;20,9;30,3
Sabaudia;13/07/2022;22,3;31,6
Sabaudia;14/07/2022;20,7;31,5
Sabaudia;15/07/2022;22,1;30,4
Sabaudia;16/07/2022;23,2;30,9
Sabaudia;17/07/2022;22,2;31,3
Sabaudia;18/07/2022;23,2;33,2
Sabaudia;19/07/2022;24,2;34,1
Sabaudia;20/07/2022;23,9;33,7
Sabaudia;21/07/2022;23,8;31,7
Sabaudia;22/07/2022;25;32,9
Sabaudia;23/07/2022;25,5;32,1
Sabaudia;24/07/2022;23,3;32,4
Sabaudia;25/07/2022;24,1;32,4
Sabaudia;26/07/2022;24,8;33,4
Sabaudia;27/07/2022;25,3;33,2
Sabaudia;28/07/2022;24,6;32,7
Sabaudia;29/07/2022;22,8;32
Sabaudia;30/07/2022;23,2;32,9
Sabaudia;31/07/2022;24,4;32,6
Sacco a Colleferro;01/07/2022;15,1;34,7
Sacco a Colleferro;02/07/2022;12,3;36,8
Sacco a Colleferro;03/07/2022;15,4;37,1
Sacco a Colleferro;04/07/2022;16,3;37,9
Sacco a Colleferro;05/07/2022;16,2;35,3
Sacco a Colleferro;06/07/2022;14,6;35
Sacco a Colleferro;07/07/2022;17,1;33,4
Sacco a Colleferro;08/07/2022;15,4;30,4
Sacco a Colleferro;09/07/2022;13,5;31,8
Sacco a Colleferro;10/07/2022;13,4;31,2
Sacco a Colleferro;11/07/2022;13,9;31,9
Sacco a Colleferro;12/07/2022;14,8;32,8
Sacco a Colleferro;13/07/2022;17,1;31,9
Sacco a Colleferro;14/07/2022;12,9;32,8
Sacco a Colleferro;15/07/2022;15,3;34,6
Sacco a Colleferro;16/07/2022;14,1;35,3
Sacco a Colleferro;17/07/2022;15,3;37
Sacco a Colleferro;18/07/2022;16,9;36,9
Sacco a Colleferro;19/07/2022;15,9;35,3
Sacco a Colleferro;20/07/2022;16,9;34,9
Sacco a Colleferro;21/07/2022;16,3;36,7
Sacco a Colleferro;22/07/2022;18;36,7
Sacco a Colleferro;23/07/2022;16,9;37,2
Sacco a Colleferro;24/07/2022;14,3;36
Sacco a Colleferro;25/07/2022;17,1;36,2
Sacco a Colleferro;26/07/2022;17,3;35,1
Sacco a Colleferro;27/07/2022;19,9;33,7
Sacco a Colleferro;28/07/2022;19,3;33,9
Sacco a Colleferro;29/07/2022;17;34,1
Sacco a Colleferro;30/07/2022;18,7;33,5
Sacco a Colleferro;31/07/2022;17,8;33
Salisano;01/07/2022;20,6;33,8
Salisano;02/07/2022;21,3;36,8
Salisano;03/07/2022;24,3;37,6
Salisano;04/07/2022;24,8;38,5
Salisano;05/07/2022;24,1;36,8
Salisano;06/07/2022;22,5;37,3
Salisano;07/07/2022;21,6;34,5
Salisano;08/07/2022;15,3;28,4
Salisano;09/07/2022;17,3;32,9
Salisano;10/07/2022;18,9;32,3
Salisano;11/07/2022;18,2;31,8
Salisano;12/07/2022;19;32,2
Salisano;13/07/2022;20,6;32,4
Salisano;14/07/2022;19,3;32,6
Salisano;15/07/2022;20,3;36,6
Salisano;16/07/2022;21,5;35,4
Salisano;17/07/2022;22,6;37,4
Salisano;18/07/2022;19,8;36,7
Salisano;19/07/2022;23,5;35,1
Salisano;20/07/2022;23,1;35,2
Salisano;21/07/2022;22,9;36
Salisano;22/07/2022;23,3;38,2
Salisano;23/07/2022;23,4;36,3
Salisano;24/07/2022;22,2;36,6
Salisano;25/07/2022;21,8;37,1
Salisano;26/07/2022;22,2;35,3
Salisano;27/07/2022;17,7;32,9
Salisano;28/07/2022;20,6;32,9
Salisano;29/07/2022;19,5;34,6
Salisano;30/07/2022;20,6;33
Salisano;31/07/2022;21,2;33,4
Salone;01/07/2022;12,2;36,4
Salone;02/07/2022;11,7;38,6
Salone;03/07/2022;15,4;39,4
Salone;04/07/2022;16,9;39,7
Salone;05/07/2022;16,1;37,1
Salone;06/07/2022;14,3;38
Salone;07/07/2022;17,7;35,6
Salone;08/07/2022;15,1;31,4
Salone;09/07/2022;13,2;33,2
Salone;10/07/2022;13,4;32,2
Salone;11/07/2022;14,1;34,2
Salone;12/07/2022;15,6;34
Salone;13/07/2022;16,4;33,4
Salone;14/07/2022;13,8;33,8
Salone;15/07/2022;16,2;36,9
Salone;16/07/2022;14,7;36,6
Salone;17/07/2022;14,9;38
Salone;18/07/2022;16,2;38
Salone;19/07/2022;17,9;37,6
Salone;20/07/2022;16,2;36,3
Salone;21/07/2022;17,2;37,5
Salone;22/07/2022;18,8;38,7
Salone;23/07/2022;18;37,6
Salone;24/07/2022;16,6;37
Salone;25/07/2022;17,5;37,6
Salone;26/07/2022;18,1;36,2
Salone;27/07/2022;20,5;34,8
Salone;28/07/2022;17,9;36,2
Salone;29/07/2022;16;35,8
Salone;30/07/2022;18,4;35,3
Salone;31/07/2022;18,7;37,1
Sambuci;01/07/2022;19,8;32,4
Sambuci;02/07/2022;20,1;34,1
Sambuci;03/07/2022;22,7;35
Sambuci;04/07/2022;22,7;35,2
Sambuci;05/07/2022;22,5;33,4
Sambuci;06/07/2022;20,7;33,3
Sambuci;07/07/2022;18,7;31
Sambuci;08/07/2022;13,3;25,7
Sambuci;09/07/2022;16,3;28,9
Sambuci;10/07/2022;15,1;28,6
Sambuci;11/07/2022;16,9;29,5
Sambuci;12/07/2022;18,1;29,8
Sambuci;13/07/2022;18,2;28,7
Sambuci;14/07/2022;16,7;30,1
Sambuci;15/07/2022;18,6;32,5
Sambuci;16/07/2022;20,8;32,5
Sambuci;17/07/2022;21,2;34
Sambuci;18/07/2022;20,5;34,5
Sambuci;19/07/2022;20,6;33,5
Sambuci;20/07/2022;20,7;32,2
Sambuci;21/07/2022;21,4;33,8
Sambuci;22/07/2022;22,2;35,4
Sambuci;23/07/2022;22,7;33,7
Sambuci;24/07/2022;21;33,7
Sambuci;25/07/2022;21,3;33,8
Sambuci;26/07/2022;21,1;33,1
Sambuci;27/07/2022;20,7;31,4
Sambuci;28/07/2022;19,8;31,5
Sambuci;29/07/2022;18,2;31,8
Sambuci;30/07/2022;19,2;30,8
Sambuci;31/07/2022;19,4;30,5
San Biagio Saracinisco;01/07/2022;18,5;30,2
San Biagio Saracinisco;02/07/2022;18,1;32,3
San Biagio Saracinisco;03/07/2022;18,7;31,6
San Biagio Saracinisco;04/07/2022;19,5;31,2
San Biagio Saracinisco;05/07/2022;19,3;29,3
San Biagio Saracinisco;06/07/2022;17,8;30,2
San Biagio Saracinisco;07/07/2022;14,5;27,2
San Biagio Saracinisco;08/07/2022;11,6;22,7
San Biagio Saracinisco;09/07/2022;12,8;24
San Biagio Saracinisco;10/07/2022;11,8;23,8
San Biagio Saracinisco;11/07/2022;13,2;24,7
San Biagio Saracinisco;12/07/2022;15,1;24,7
San Biagio Saracinisco;13/07/2022;13,1;24,8
San Biagio Saracinisco;14/07/2022;13,1;27,7
San Biagio Saracinisco;15/07/2022;15,9;28,4
San Biagio Saracinisco;16/07/2022;18,5;28,8
San Biagio Saracinisco;17/07/2022;19,3;31,5
San Biagio Saracinisco;18/07/2022;17,7;29,6
San Biagio Saracinisco;19/07/2022;16,7;29,9
San Biagio Saracinisco;20/07/2022;16,9;30,8
San Biagio Saracinisco;21/07/2022;19,7;30,7
San Biagio Saracinisco;22/07/2022;20,2;30
San Biagio Saracinisco;23/07/2022;19,4;30,1
San Biagio Saracinisco;24/07/2022;19,7;30
San Biagio Saracinisco;25/07/2022;19,6;29,5
San Biagio Saracinisco;26/07/2022;17,9;28,3
San Biagio Saracinisco;27/07/2022;17,4;27,5
San Biagio Saracinisco;28/07/2022;17;29,7
San Biagio Saracinisco;29/07/2022;16,2;29,6
San Biagio Saracinisco;30/07/2022;16,8;27
San Biagio Saracinisco;31/07/2022;15,5;27,8
San Marino;01/07/2022;18,6;36,9
San Marino;02/07/2022;17,2;38,2
San Marino;03/07/2022;20;39,3
San Marino;04/07/2022;20,4;38,6
San Marino;05/07/2022;19,4;36,7
San Marino;06/07/2022;19,3;37,4
San Marino;07/07/2022;18,6;35,3
San Marino;08/07/2022;15,4;32,9
San Marino;09/07/2022;17,5;33,9
San Marino;10/07/2022;15,6;32,3
San Marino;11/07/2022;16,2;33
San Marino;12/07/2022;18,1;33,7
San Marino;13/07/2022;18,2;34,2
San Marino;14/07/2022;16,9;34,6
San Marino;15/07/2022;17,6;37
San Marino;16/07/2022;18,2;37,4
San Marino;17/07/2022;18,8;38,5
San Marino;18/07/2022;20,2;37,8
San Marino;19/07/2022;18,7;36,9
San Marino;20/07/2022;20,7;36,8
San Marino;21/07/2022;19,4;37,7
San Marino;22/07/2022;20,1;39
San Marino;23/07/2022;20,2;39,1
San Marino;24/07/2022;19;38,5
San Marino;25/07/2022;19,6;39,1
San Marino;26/07/2022;20;37,9
San Marino;27/07/2022;20,8;36,7
San Marino;28/07/2022;21,7;35,9
San Marino;29/07/2022;20,4;35,8
San Marino;30/07/2022;21,4;35,6
San Marino;31/07/2022;19,2;36,1
Santa Severa;01/07/2022;17,7;32,3
Santa Severa;02/07/2022;18,8;33,9
Santa Severa;03/07/2022;21,6;33,4
Santa Severa;04/07/2022;22,1;31,5
Santa Severa;05/07/2022;21,1;31,6
Santa Severa;06/07/2022;20,6;31,4
Santa Severa;07/07/2022;23,1;30,5
Santa Severa;08/07/2022;19,1;32,1
Santa Severa;09/07/2022;22,7;34,3
Santa Severa;10/07/2022;20,1;29,6
Santa Severa;11/07/2022;18,1;29,1
Santa Severa;12/07/2022;17,7;28,8
Santa Severa;13/07/2022;20,2;29,7
Santa Severa;14/07/2022;19,9;29,2
Santa Severa;15/07/2022;20,5;29,9
Santa Severa;16/07/2022;20,1;31,1
Santa Severa;17/07/2022;20,2;31,1
Santa Severa;18/07/2022;21,1;31,5
Santa Severa;19/07/2022;21,6;31,8
Santa Severa;20/07/2022;21,7;31,4
Santa Severa;21/07/2022;21,1;32,2
Santa Severa;22/07/2022;23,5;32,7
Santa Severa;23/07/2022;21,5;32
Santa Severa;24/07/2022;22,7;31,8
Santa Severa;25/07/2022;22,4;32,7
Santa Severa;26/07/2022;22,7;32,6
Santa Severa;27/07/2022;25,2;32,2
Santa Severa;28/07/2022;23,1;30,9
Santa Severa;29/07/2022;22,7;31,6
Santa Severa;30/07/2022;23,9;31,9
Santa Severa;31/07/2022;23,4;33,5
Sasso Furbara;01/07/2022;21,8;33,1
Sasso Furbara;02/07/2022;21,6;37,8
Sasso Furbara;03/07/2022;25,8;36,5
Sasso Furbara;04/07/2022;25,3;38,3
Sasso Furbara;05/07/2022;24,1;36,4
Sasso Furbara;06/07/2022;23,1;35,5
Sasso Furbara;07/07/2022;21,7;33,1
Sasso Furbara;08/07/2022;17,6;29,9
Sasso Furbara;09/07/2022;19,5;32,1
Sasso Furbara;10/07/2022;18,3;30
Sasso Furbara;11/07/2022;19,3;31,1
Sasso Furbara;12/07/2022;20,4;32,9
Sasso Furbara;13/07/2022;21,6;31,5
Sasso Furbara;14/07/2022;20,6;32,3
Sasso Furbara;15/07/2022;21,5;36,7
Sasso Furbara;16/07/2022;22,5;35
Sasso Furbara;17/07/2022;23;36,4
Sasso Furbara;18/07/2022;25,1;36,3
Sasso Furbara;19/07/2022;22,7;35,2
Sasso Furbara;20/07/2022;22,4;33,8
Sasso Furbara;21/07/2022;22,5;37,3
Sasso Furbara;22/07/2022;23,6;36,9
Sasso Furbara;23/07/2022;23,1;35
Sasso Furbara;24/07/2022;22,5;33,6
Sasso Furbara;25/07/2022;23,7;36,3
Sasso Furbara;26/07/2022;23,1;33,5
Sasso Furbara;27/07/2022;24,2;33,1
Sasso Furbara;28/07/2022;22;32,3
Sasso Furbara;29/07/2022;21;33
Sasso Furbara;30/07/2022;22,3;33,8
Sasso Furbara;31/07/2022;23,3;35,9
Settefrati;01/07/2022;19,3;35,4
Settefrati;02/07/2022;19,3;34,6
Settefrati;03/07/2022;21,2;35,6
Settefrati;04/07/2022;21,7;35,2
Settefrati;05/07/2022;21,4;34,3
Settefrati;06/07/2022;19,3;33,9
Settefrati;07/07/2022;13,7;31,7
Settefrati;08/07/2022;13,6;25
Settefrati;09/07/2022;15,1;28,3
Settefrati;10/07/2022;13,5;27,9
Settefrati;11/07/2022;15,4;27,7
Settefrati;12/07/2022;16,6;29,8
Settefrati;13/07/2022;16,5;29,6
Settefrati;14/07/2022;15,8;31,5
Settefrati;15/07/2022;17,8;32,8
Settefrati;16/07/2022;19,6;33,4
Settefrati;17/07/2022;20,5;34,5
Settefrati;18/07/2022;20,5;33,7
Settefrati;19/07/2022;19,5;32,5
Settefrati;20/07/2022;19,7;33,6
Settefrati;21/07/2022;20,2;34,1
Settefrati;22/07/2022;21;34,7
Settefrati;23/07/2022;21,3;34,3
Settefrati;24/07/2022;20,1;34,3
Settefrati;25/07/2022;20,3;34,2
Settefrati;26/07/2022;18,2;32,8
Settefrati;27/07/2022;18,4;32,1
Settefrati;28/07/2022;18,5;32,9
Settefrati;29/07/2022;18,1;32,5
Settefrati;30/07/2022;18,5;32
Settefrati;31/07/2022;18,2;31,1
Sgurgola;01/07/2022;15,2;38
Sgurgola;02/07/2022;12,6;39
Sgurgola;03/07/2022;15;39,7
Sgurgola;04/07/2022;15,8;39,4
Sgurgola;05/07/2022;16,5;37,4
Sgurgola;06/07/2022;14,7;38
Sgurgola;07/07/2022;16,5;35,9
Sgurgola;08/07/2022;15,5;32,8
Sgurgola;09/07/2022;12,7;33,8
Sgurgola;10/07/2022;14,2;33
Sgurgola;11/07/2022;12,7;33,5
Sgurgola;12/07/2022;14,1;34,2
Sgurgola;13/07/2022;16,9;34,4
Sgurgola;14/07/2022;13;35,3
Sgurgola;15/07/2022;14,3;37,4
Sgurgola;16/07/2022;14,3;37,1
Sgurgola;17/07/2022;15,3;39,2
Sgurgola;18/07/2022;16,6;39,1
Sgurgola;19/07/2022;15,5;37,3
Sgurgola;20/07/2022;16,6;37,6
Sgurgola;21/07/2022;16,4;38
Sgurgola;22/07/2022;17,4;38,8
Sgurgola;23/07/2022;16,8;39
Sgurgola;24/07/2022;14;38,8
Sgurgola;25/07/2022;16,8;39,1
Sgurgola;26/07/2022;17,1;38,2
Sgurgola;27/07/2022;20,1;37,4
Sgurgola;28/07/2022;19,7;36,5
Sgurgola;29/07/2022;17;37,5
Sgurgola;30/07/2022;18,4;35,9
Sgurgola;31/07/2022;18,3;35,4
Sora;01/07/2022;19,1;35,8
Sora;02/07/2022;18,6;36,2
Sora;03/07/2022;20,3;37,8
Sora;04/07/2022;20,5;37,6
Sora;05/07/2022;20,7;36,1
Sora;06/07/2022;18,8;36,2
Sora;07/07/2022;17,1;33,5
Sora;08/07/2022;16,7;27,5
Sora;09/07/2022;19,9;29,7
Sora;10/07/2022;18,2;30,7
Sora;11/07/2022;15,1;31,3
Sora;12/07/2022;16,6;32,1
Sora;13/07/2022;18,1;31,5
Sora;14/07/2022;17,1;33
Sora;15/07/2022;16,7;34,8
Sora;16/07/2022;18,9;35,8
Sora;17/07/2022;19,7;37,7
Sora;18/07/2022;19,6;34,1
Sora;19/07/2022;19,1;35,2
Sora;20/07/2022;19,8;35,3
Sora;21/07/2022;20,1;36,4
Sora;22/07/2022;20,9;37,3
Sora;23/07/2022;19,7;36,9
Sora;24/07/2022;18,6;36,5
Sora;25/07/2022;20,5;36,7
Sora;26/07/2022;20,2;34,9
Sora;27/07/2022;19,3;34,3
Sora;28/07/2022;19,2;34,1
Sora;29/07/2022;18,1;34,1
Sora;30/07/2022;19,5;33,5
Sora;31/07/2022;18,7;32,2
Sorano Meteo;01/07/2022;20,1;27,8
Sorano Meteo;02/07/2022;20,1;31,6
Sorano Meteo;03/07/2022;23,3;33,4
Sorano Meteo;04/07/2022;24;33,1
Sorano Meteo;05/07/2022;23,7;30,7
Sorano Meteo;06/07/2022;22,1;30,6
Sorano Meteo;07/07/2022;15,7;28,6
Sorano Meteo;08/07/2022;15,5;22,7
Sorano Meteo;09/07/2022;15,6;23,7
Sorano Meteo;10/07/2022;16,1;27,1
Sorano Meteo;11/07/2022;19,2;27,2
Sorano Meteo;12/07/2022;19,9;26,6
Sorano Meteo;13/07/2022;19,4;28,3
Sorano Meteo;14/07/2022;19,7;30,3
Sorano Meteo;15/07/2022;20,6;30,4
Sorano Meteo;16/07/2022;21,2;29,4
Sorano Meteo;17/07/2022;21,4;32,2
Sorano Meteo;18/07/2022;22,2;31,1
Sorano Meteo;19/07/2022;22,4;31
Sorano Meteo;20/07/2022;23,4;32
Sorano Meteo;21/07/2022;22,8;31,6
Sorano Meteo;22/07/2022;23,1;33,2
Sorano Meteo;23/07/2022;22,8;31
Sorano Meteo;24/07/2022;21,8;31,4
Sorano Meteo;25/07/2022;22,2;31,3
Sorano Meteo;26/07/2022;21,7;31,1
Sorano Meteo;27/07/2022;20,6;28,7
Sorano Meteo;28/07/2022;19,7;31,1
Sorano Meteo;29/07/2022;19,6;30
Sorano Meteo;30/07/2022;19,2;29,2
Sorano Meteo;31/07/2022;20,8;29,5
Sorgenti Capore;01/07/2022;15,5;35,2
Sorgenti Capore;02/07/2022;14,9;38,3
Sorgenti Capore;03/07/2022;18,8;38,7
Sorgenti Capore;04/07/2022;19,6;39,6
Sorgenti Capore;05/07/2022;18,1;37,9
Sorgenti Capore;06/07/2022;17,3;37,4
Sorgenti Capore;07/07/2022;17,7;35,4
Sorgenti Capore;08/07/2022;15,5;30,4
Sorgenti Capore;09/07/2022;14,1;33,7
Sorgenti Capore;10/07/2022;13,5;32,8
Sorgenti Capore;11/07/2022;15,3;33,3
Sorgenti Capore;12/07/2022;15,7;32,9
Sorgenti Capore;13/07/2022;16,5;32,9
Sorgenti Capore;14/07/2022;15,6;33,8
Sorgenti Capore;15/07/2022;16,7;37,7
Sorgenti Capore;16/07/2022;16,2;36,3
Sorgenti Capore;17/07/2022;16,5;38,7
Sorgenti Capore;18/07/2022;19,8;38,3
Sorgenti Capore;19/07/2022;18,7;36,5
Sorgenti Capore;20/07/2022;18,2;36,2
Sorgenti Capore;21/07/2022;19;38,3
Sorgenti Capore;22/07/2022;19,1;39,3
Sorgenti Capore;23/07/2022;18,7;39
Sorgenti Capore;24/07/2022;16,9;38,1
Sorgenti Capore;25/07/2022;19;37,5
Sorgenti Capore;26/07/2022;18,3;36,3
Sorgenti Capore;27/07/2022;18,7;35,4
Sorgenti Capore;28/07/2022;17,9;34,4
Sorgenti Capore;29/07/2022;18,2;35,6
Sorgenti Capore;30/07/2022;19;32,6
Sorgenti Capore;31/07/2022;18,2;35,7
Sorgenti Peschiera;01/07/2022;15,7;34,5
Sorgenti Peschiera;02/07/2022;13,2;37
Sorgenti Peschiera;03/07/2022;19,3;37,1
Sorgenti Peschiera;04/07/2022;17,8;37,7
Sorgenti Peschiera;05/07/2022;17,5;35,3
Sorgenti Peschiera;06/07/2022;15,4;35,2
Sorgenti Peschiera;07/07/2022;19,2;33,5
Sorgenti Peschiera;08/07/2022;14,6;26,7
Sorgenti Peschiera;09/07/2022;14,1;29,5
Sorgenti Peschiera;10/07/2022;14,3;29,9
Sorgenti Peschiera;11/07/2022;14,5;31,8
Sorgenti Peschiera;12/07/2022;13,8;30,6
Sorgenti Peschiera;13/07/2022;17,8;31,8
Sorgenti Peschiera;14/07/2022;14,8;33,7
Sorgenti Peschiera;15/07/2022;15,5;35,8
Sorgenti Peschiera;16/07/2022;14,2;34,8
Sorgenti Peschiera;17/07/2022;14,4;36,5
Sorgenti Peschiera;18/07/2022;18,2;35,7
Sorgenti Peschiera;19/07/2022;18,1;36,3
Sorgenti Peschiera;20/07/2022;18,2;35,2
Sorgenti Peschiera;21/07/2022;17,4;36,2
Sorgenti Peschiera;22/07/2022;17,6;37,2
Sorgenti Peschiera;23/07/2022;17,1;37
Sorgenti Peschiera;24/07/2022;14,9;36,6
Sorgenti Peschiera;25/07/2022;17;35,6
Sorgenti Peschiera;26/07/2022;16,4;35,1
Sorgenti Peschiera;27/07/2022;16,7;33,3
Sorgenti Peschiera;28/07/2022;15,4;34,3
Sorgenti Peschiera;29/07/2022;16;34,1
Sorgenti Peschiera;30/07/2022;16,5;32,5
Sorgenti Peschiera;31/07/2022;18,6;34
Soriano nel Cimino;01/07/2022;21,5;35,9
Soriano nel Cimino;02/07/2022;21,3;38
Soriano nel Cimino;03/07/2022;24,1;39,3
Soriano nel Cimino;04/07/2022;24,4;38,2
Soriano nel Cimino;05/07/2022;24,8;36,7
Soriano nel Cimino;06/07/2022;23,2;36
Soriano nel Cimino;07/07/2022;20,2;34,1
Soriano nel Cimino;08/07/2022;17,5;28
Soriano nel Cimino;09/07/2022;17,6;29,1
Soriano nel Cimino;10/07/2022;16,8;30,9
Soriano nel Cimino;11/07/2022;19,2;33,1
Soriano nel Cimino;12/07/2022;19,7;33,1
Soriano nel Cimino;13/07/2022;20,1;32,5
Soriano nel Cimino;14/07/2022;19,5;35,8
Soriano nel Cimino;15/07/2022;21,4;36,2
Soriano nel Cimino;16/07/2022;21,6;35,3
Soriano nel Cimino;17/07/2022;22,6;37,3
Soriano nel Cimino;18/07/2022;23;36,8
Soriano nel Cimino;19/07/2022;22,7;36,3
Soriano nel Cimino;20/07/2022;21,7;37
Soriano nel Cimino;21/07/2022;22,6;36
Soriano nel Cimino;22/07/2022;23,5;37,7
Soriano nel Cimino;23/07/2022;22,9;38,1
Soriano nel Cimino;24/07/2022;22,5;37,6
Soriano nel Cimino;25/07/2022;23,4;36
Soriano nel Cimino;26/07/2022;24,1;37,2
Soriano nel Cimino;27/07/2022;22,2;34,5
Soriano nel Cimino;28/07/2022;21,4;36,2
Soriano nel Cimino;29/07/2022;20,8;35,4
Soriano nel Cimino;30/07/2022;20,8;33,7
Soriano nel Cimino;31/07/2022;21,5;34,5
Spigno Saturnia;01/07/2022;17,1;33,4
Spigno Saturnia;02/07/2022;17,5;35,7
Spigno Saturnia;03/07/2022;19,6;35,8
Spigno Saturnia;04/07/2022;20,1;33,3
Spigno Saturnia;05/07/2022;20,4;32,4
Spigno Saturnia;06/07/2022;18,8;34,4
Spigno Saturnia;07/07/2022;19,2;32
Spigno Saturnia;08/07/2022;17,8;31,9
Spigno Saturnia;09/07/2022;16,8;31,1
Spigno Saturnia;10/07/2022;20,2;31,6
Spigno Saturnia;11/07/2022;17,8;31,2
Spigno Saturnia;12/07/2022;17,3;32,8
Spigno Saturnia;13/07/2022;19,1;32,7
Spigno Saturnia;14/07/2022;16,5;32,5
Spigno Saturnia;15/07/2022;17,5;32,7
Spigno Saturnia;16/07/2022;19;32,3
Spigno Saturnia;17/07/2022;20,1;35,3
Spigno Saturnia;18/07/2022;20,9;36,8
Spigno Saturnia;19/07/2022;20,5;36,5
Spigno Saturnia;20/07/2022;19,1;35,1
Spigno Saturnia;21/07/2022;18,3;33,6
Spigno Saturnia;22/07/2022;21,2;33,5
Spigno Saturnia;23/07/2022;22,4;33,8
Spigno Saturnia;24/07/2022;19,5;33,8
Spigno Saturnia;25/07/2022;21,6;33
Spigno Saturnia;26/07/2022;22,8;33,2
Spigno Saturnia;27/07/2022;21,9;33,1
Spigno Saturnia;28/07/2022;20,7;34,8
Spigno Saturnia;29/07/2022;20,4;32,7
Spigno Saturnia;30/07/2022;18,7;33
Spigno Saturnia;31/07/2022;20,7;34,7
Subiaco-Scolastica;01/07/2022;17,8;35,6
Subiaco-Scolastica;02/07/2022;16,7;37
Subiaco-Scolastica;03/07/2022;18,3;38,1
Subiaco-Scolastica;04/07/2022;18,8;36,8
Subiaco-Scolastica;05/07/2022;19,3;36,5
Subiaco-Scolastica;06/07/2022;16,7;35,4
Subiaco-Scolastica;07/07/2022;17,1;34,2
Subiaco-Scolastica;08/07/2022;14,2;28,9
Subiaco-Scolastica;09/07/2022;14,2;30,5
Subiaco-Scolastica;10/07/2022;14,3;32,1
Subiaco-Scolastica;11/07/2022;13,6;31,5
Subiaco-Scolastica;12/07/2022;14,9;31,5
Subiaco-Scolastica;13/07/2022;16,9;30,8
Subiaco-Scolastica;14/07/2022;14,5;33,2
Subiaco-Scolastica;15/07/2022;15,1;35,5
Subiaco-Scolastica;16/07/2022;17,3;35
Subiaco-Scolastica;17/07/2022;18,1;37,7
Subiaco-Scolastica;18/07/2022;17;36,2
Subiaco-Scolastica;19/07/2022;15,8;36
Subiaco-Scolastica;20/07/2022;18,3;35,9
Subiaco-Scolastica;21/07/2022;18,5;35,8
Subiaco-Scolastica;22/07/2022;19;37
Subiaco-Scolastica;23/07/2022;18,8;37
Subiaco-Scolastica;24/07/2022;16,9;37
Subiaco-Scolastica;25/07/2022;18,2;36,2
Subiaco-Scolastica;26/07/2022;17,8;35,9
Subiaco-Scolastica;27/07/2022;19,7;34,1
Subiaco-Scolastica;28/07/2022;18,5;34,1
Subiaco-Scolastica;29/07/2022;16,7;35,2
Subiaco-Scolastica;30/07/2022;19,1;33,7
Subiaco-Scolastica;31/07/2022;17,3;33,6
Supino;01/07/2022;14,9;29,7
Supino;02/07/2022;15,9;29,4
Supino;03/07/2022;17,8;30,1
Supino;04/07/2022;19,8;30,4
Supino;05/07/2022;18,8;28,7
Supino;06/07/2022;16,2;28,6
Supino;07/07/2022;14,7;25,9
Supino;08/07/2022;12,6;21,9
Supino;09/07/2022;12,2;22,5
Supino;10/07/2022;11,1;22,2
Supino;11/07/2022;11,9;23,1
Supino;12/07/2022;16,9;25,2
Supino;13/07/2022;14,4;23,6
Supino;14/07/2022;12,5;25,6
Supino;15/07/2022;17,7;27,2
Supino;16/07/2022;16,9;27,4
Supino;17/07/2022;16,9;30,1
Supino;18/07/2022;16,8;27
Supino;19/07/2022;16,6;26,4
Supino;20/07/2022;15,7;27,1
Supino;21/07/2022;17,2;29,4
Supino;22/07/2022;19,4;29,2
Supino;23/07/2022;20,7;31,2
Supino;24/07/2022;16,3;30,2
Supino;25/07/2022;17,3;28,2
Supino;26/07/2022;17,2;27,1
Supino;27/07/2022;16,2;27,9
Supino;28/07/2022;15,7;26,7
Supino;29/07/2022;15;27,1
Supino;30/07/2022;15,9;25,4
Supino;31/07/2022;15,8;23,9
Sutri;01/07/2022;15,1;33,2
Sutri;02/07/2022;15,6;38,9
Sutri;03/07/2022;19,1;38,4
Sutri;04/07/2022;19,4;38,4
Sutri;05/07/2022;18,3;36,3
Sutri;06/07/2022;17,8;36,3
Sutri;07/07/2022;18,4;34
Sutri;08/07/2022;15,2;29,7
Sutri;09/07/2022;19,1;31,9
Sutri;10/07/2022;14,5;32,6
Sutri;11/07/2022;14,2;32
Sutri;12/07/2022;15,5;32
Sutri;13/07/2022;17;33,8
Sutri;14/07/2022;16;33,5
Sutri;15/07/2022;18,1;37,3
Sutri;16/07/2022;17;34,9
Sutri;17/07/2022;15,7;36,9
Sutri;18/07/2022;18,7;37,2
Sutri;19/07/2022;18,8;39,5
Sutri;20/07/2022;17,6;34,8
Sutri;21/07/2022;17,3;37,6
Sutri;22/07/2022;18,6;38,5
Sutri;23/07/2022;17,7;37,2
Sutri;24/07/2022;18;36,8
Sutri;25/07/2022;19,3;36,8
Sutri;26/07/2022;19,2;35,6
Sutri;27/07/2022;20,3;31,6
Sutri;28/07/2022;17,9;33,1
Sutri;29/07/2022;17,7;35,9
Sutri;30/07/2022;18,1;33,1
